Kanton Aargau,Kanton Aargau,Swiss Confederation,47.3333315451939,8.16666174928318
Abasha,,Georgia,42.2000016093255,42.1999908804888
Abba,Georgia,United States,31.7568523738892,-83.3704425913359
Abbeville,Alabama,United States,31.571833585014,-85.2504781037854
Abbeville,Georgia,United States,31.9921143050262,-83.3068205897105
Abbeville,Louisiana,United States,29.9746531232985,-92.1342928489621
Abbeville,South Carolina,United States,34.1781684266429,-82.3790122496493
Abbotsford,British Columbia,Canada,49.0579813157309,-122.252562180314
Abbotsford,Wisconsin,United States,44.9463584987139,-90.3159696052056
Abbott,Texas,United States,31.8848795822191,-97.0733342810472
Abbyville,Kansas,United States,37.9708443862703,-98.2042180421482
Abel,Alabama,United States,33.5487183063458,-85.7124618120469
Abercrombie,Texas,United States,29.0321999211431,-95.7532796712684
Aberdeen City,Scotland,United Kingdom of Great Britain and Northern Ireland,57.1666644314924,-2.16666711370153
Aberdeenshire,Scotland,United Kingdom of Great Britain and Northern Ireland,57.1666644314924,-2.66667381922447
Aberdeen,Idaho,United States,42.9440786209153,-112.838329841991
Aberdeen,Maryland,United States,39.5095526879759,-76.1641190149855
Aberdeen,Mississippi,United States,33.8251038685503,-88.5436516132147
Aberdeen,South Dakota,United States,45.4647007861555,-98.4864722780271
Aberdeen,Washington,United States,46.9753639087298,-123.81571077202
Abernant,Alabama,United States,33.2903893763059,-87.1980409144188
Abernathy,Texas,United States,33.8323029179754,-101.842945923981
Abia State,Abia State,Federal Republic of Nigeria,5.41666778425382,7.49999329447706
Abilene,Kansas,United States,38.9172136138209,-97.2139034994783
Abilene,Texas,United States,32.4487335949381,-99.7331416447843
Abingdon,Illinois,United States,40.8044803622055,-90.4018002987981
Abington,Pennsylvania,United States,40.1206672263543,-75.1179501484603
Abkhazia,Abkhazia,Georgia,43.0005015731157,41.0050130489476
Province of Abra,Cordillera Administrative Region,Republic of the Philippines,17.583329533537,120.749988600611
Regione Abruzzo,Regione Abruzzo,Italian Republic,42.2499979883431,13.7499912828202
Absecon,New Jersey,United States,39.428442682531,-74.4956990775883
Absheron Rayon,Absheron Rayon,Republic of Azerbaijan,40.4166651020446,49.3333369096122
Abu Zaby,Abu Zaby,United Arab Emirates,23.6666657725969,53.9999946355817
Abuja Federal Capital Territory,Abuja Federal Capital Territory,Federal Republic of Nigeria,8.8333302040893,7.1666697959107
Muhafazat Abyan,Muhafazat Abyan,Republic of Yemen,13.6290987508952,46.1259940937754
Provinsi Nanggroe Aceh Darussalam,Provinsi Nanggroe Aceh Darussalam,Republic of Indonesia,4.0,96.9999919533725
Acequia,Idaho,United States,42.6679612796284,-113.596944427308
Ace,Texas,United States,30.5363184533309,-94.8243555321905
Ackerly,Texas,United States,32.5264962033329,-101.715959412811
Ackley,Iowa,United States,42.5541497799247,-93.0532606275833
Acklins Island District,Acklins Island District,Commonwealth of The Bahamas,22.4316693801683,-73.9641710498435
Ackworth,Iowa,United States,41.3669396261537,-93.4726937694963
Acmar,Alabama,United States,33.6214920056756,-86.4960960445461
Castello di Acquaviva,Castello di Acquaviva,Repubblica di San Marino,43.9499928921457,12.4166758308813
Estado do Acre,Estado do Acre,Federative Republic of Brazil,-9.00000268220917,-69.9999946355817
Acton Vale,Quebec,Canada,45.6500628978051,-72.565817389835
Acworth,Georgia,United States,34.0659233370974,-84.6768715785069
Al Mintaqah ad Dakhiliyah,Al Mintaqah ad Dakhiliyah,Sultanate of Oman,22.3999978542327,57.5333224256827
Muhafazat ad Daqahliyah,Muhafazat ad Daqahliyah,Arab Republic of Egypt,31.1000008046628,31.6000075101857
Doha,Baladiyat ad Dawhah,State of Qatar,25.2793172168325,51.5224487496882
Adair Village,Oregon,United States,44.6706810397316,-123.217878533475
Adairsville,Georgia,United States,34.3687018375815,-84.9341061672036
Adairville,Kentucky,United States,36.6675374905787,-86.8519286425071
Adair,Iowa,United States,41.5005351007304,-94.6435746338114
Adak,Alaska,United States,51.879997961521,-176.6580424701
Adamaoua Region,Adamaoua Region,Republic of Cameroon,6.50000134110459,13.5000093877321
Adamawa State,Adamawa State,Federal Republic of Nigeria,9.33332618077553,12.4999959766862
Adams Morgan,District of Columbia,United States,38.9214944196638,-77.0421884681099
Adamsville,Alabama,United States,33.6009355545602,-86.956105646855
Adams,Minnesota,United States,43.565235350444,-92.7193363141618
Adams,Oregon,United States,45.7673505405993,-118.562464628367
Adams,Wisconsin,United States,43.9560761425541,-89.8181730400427
Adana,Adana,Republic of Turkey,36.9849930396672,35.288088040834
Ada,Alabama,United States,32.105421549405,-86.276348011276
Ada,Minnesota,United States,47.2996859133056,-96.5153489420026
Ada,Ohio,United States,40.7694936257299,-83.8227059735481
Ada,Oklahoma,United States,34.7745308145601,-96.6783414291347
Addis Ababa,Adis Abeba Astedader,Federal Democratic Republic of Ethiopia,9.02496868520788,38.7468933312233
Addison,Alabama,United States,34.2023190380525,-87.1813897598618
Addison,Michigan,United States,41.9864226571573,-84.3471744267448
Addison,Texas,United States,32.9617865658871,-96.8291674154501
Adelanto,California,United States,34.5827635874011,-117.409221971585
Adel,Georgia,United States,31.1371333084782,-83.4234859599761
Adel,Iowa,United States,41.6144324311276,-94.0174397240543
Adger,Alabama,United States,33.3770569191609,-87.0936064179901
Adigenis Raioni,,Georgia,41.7166675160329,42.733321352799
Addis Ababa,Adis Abeba Astedader,Federal Democratic Republic of Ethiopia,9.02496868520788,38.7468933312233
Adiyaman,Adiyaman,Republic of Turkey,37.7500020116569,38.2499979883431
Adjumani,Adjumani District,Republic of Uganda,3.37785621749498,31.7908949727353
Adkins,Texas,United States,29.3930106993324,-98.2372199438345
Admire,Kansas,United States,38.6411177302073,-96.1030397476578
Wilaya d' Adrar,Wilaya d' Adrar,People's Democratic Republic of Algeria,25.7500020116569,-0.999991953372476
Wilaya de l'Adrar,Wilaya de l'Adrar,Islamic Republic of Mauritania,20.5022168458829,-10.0711160940597
Adrian,Georgia,United States,32.5307233649923,-82.5892974489508
Adrian,Michigan,United States,41.8975449739423,-84.0371754191622
Adrian,Minnesota,United States,43.6349620601512,-95.9327945669171
Adrian,Missouri,United States,38.3975194929552,-94.3516215295566
Adrian,Oregon,United States,43.7407162034938,-117.071821515073
Adrian,Texas,United States,35.2747735544904,-102.665203968597
Advance,Missouri,United States,37.104501551658,-89.9106341547152
Respublika Adygeya,Respublika Adygeya,Russian Federation,45.0000026822092,40.0
Afar Kilil,Afar Kilil,Federal Democratic Republic of Ethiopia,12.0,41.4999986588954
Afton,Iowa,United States,41.0274899618322,-94.1980060456995
Afton,Minnesota,United States,44.9027457775322,-92.7835376729689
Afton,Texas,United States,33.7628551580224,-100.816797066736
Afyonkarahisar,Afyonkarahisar,Republic of Turkey,38.7499939650294,30.6666630903878
Agadez,Agadez,Republic of Niger,19.7499966472385,10.2500087171798
Agadir,Region de Souss-Massa-Draa,Kingdom of Morocco,30.4201787960636,-9.5981460570184
Agalega Islands,Agalega Islands,Republic of Mauritius,-10.3999978542327,56.6166720757885
Agawam,Massachusetts,United States,42.0695389550649,-72.6148052582029
Agdzhabedy,Aghjabadi Rayon,Republic of Azerbaijan,40.0527751477227,47.4613909400339
Aghdam Rayon,Aghdam Rayon,Republic of Azerbaijan,40.0,46.9999865889541
Agdas,Aghdash Rayon,Republic of Azerbaijan,40.6499958425758,47.476110903985
Agency,Iowa,United States,40.9950137731441,-92.3068340007564
Agenda,Kansas,United States,39.7077786748277,-97.4316988844692
Agoura Hills,California,United States,34.1363903365368,-118.77453081456
Agra,Kansas,United States,39.7616803504038,-99.1192376088642
Agri,Agri,Republic of Turkey,39.6666657725969,43.166659067074
Aghstafa Rayon,Aghstafa Rayon,Republic of Azerbaijan,41.2499953061339,45.4999879300587
Aghsu Rayon,Aghsu Rayon,Republic of Azerbaijan,40.4999959766862,48.3333234985664
Estado de Aguascalientes,Estado de Aguascalientes,Mexico,21.9999946355817,-102.500001341105
Aguila,Arizona,United States,33.9428099359757,-113.174078057651
Province of Agusan del Norte,Caraga,Republic of the Philippines,9.16666443149235,125.499987930059
Province of Agusan del Sur,Caraga,Republic of the Philippines,8.49999597668624,125.833332886298
Ahal Welayaty,Ahal Welayaty,Turkmenistan,38.2499979883431,59.7499859184018
Ahmeek,Michigan,United States,47.2988061486963,-88.3964948890504
Ahuachapan,Departamento de Ahuachapan,Republic of El Salvador,13.9213844490876,-89.8449951317903
Aichi-ken,Aichi-ken,Japan,35.1801666724781,136.906543785724
Aiga-i-le-Tai,Aiga-i-le-Tai,Independent State of Samoa,-13.8499947696921,-172.249992623925
Aiken,South Carolina,United States,33.5604127383478,-81.7195535731049
Ailey,Georgia,United States,32.1874005906225,-82.5656940082129
'Ain Defla,Wilaya de Biskra,People's Democratic Republic of Algeria,34.8715302271563,6.0405067229573
'Ain Temouchent,Wilaya de Ain Temouchent,People's Democratic Republic of Algeria,35.2974865017823,-1.14036805274296
Ainsworth,Iowa,United States,41.2889087968414,-91.5523822040786
Ainsworth,Nebraska,United States,42.5499977201222,-99.8626172460686
Air Force Academy,Colorado,United States,38.9942466613201,-104.863735727294
Airdrie,Alberta,Canada,51.3001043379369,-114.035281779485
Airway Heights,Washington,United States,47.6446072843437,-117.59326443632
Region Aisen del General Carlos Ibanez del Campo,Region Aisen del General Carlos Ibanez del Campo,Republic of Chile,-46.5000013411046,-73.4999986588954
Aitkin,Minnesota,United States,46.5330032427909,-93.7102516716869
Nomos Aitolias kai Akarnanias,West Greece,Hellenic Republic,38.5000013411046,21.5000093877321
Ajaria,Ajaria,Georgia,41.6666711370153,42.0000053644183
Ajdabiya,Sha`biyat al Wahat,Libya,30.7554442140725,20.2262604371465
Ajdovscina,,Republic of Slovenia,45.8860114744908,13.909464711515
`Ajman,`Ajman,United Arab Emirates,25.3833332886298,55.5166659067074
Ajo,Arizona,United States,32.3717220051123,-112.860710195345
Akeley,Minnesota,United States,47.0041171910833,-94.7269376949631
Akershus fylke,Akershus fylke,Kingdom of Norway,60.0,11.166659067074
Nomos Achaias,West Greece,Hellenic Republic,37.9999946355817,21.9999946355817
Akhalgoris Raioni,,Georgia,42.2166634927191,44.4833233644559
Akhiok,Alaska,United States,56.9455538359614,-154.170272002832
Akhmetis Raioni,,Georgia,42.2499979883431,45.3333261807755
Akiak,Alaska,United States,60.9122193403375,-161.213882041805
Akita,Akita-ken,Japan,39.7166728804513,140.116654641429
Province of Aklan,Western Visayas,Republic of the Philippines,11.6666657725969,122.333328862985
Akranes,Vesturland,Republic of Iceland,64.3217899991149,-22.0749033734145
Akron,Alabama,United States,32.876513771803,-87.7425079192226
Akron,Iowa,United States,42.8288723724408,-96.5594659185091
Akron,Michigan,United States,43.5680784921693,-83.5141231724097
Akron,Ohio,United States,41.081434552755,-81.5190101575261
Aksaray,Aksaray,Republic of Turkey,38.5000013411046,33.8333221574618
Akureyri,Nordurland Eystra,Republic of Iceland,65.6835261394695,-18.08778870629
Akutan,Alaska,United States,54.1355534872743,-165.773058281723
Akwa Ibom State,Akwa Ibom State,Federal Republic of Nigeria,5.00000268220917,7.83333825071682
Muhafazat al Ahmadi,Muhafazat al Ahmadi,State of Kuwait,29.0000026822092,48.0
Al Anbar,Muhafazat al Anbar,Republic of Iraq,33.3666714052362,43.7166621516146
Mintaqat al Bahah,Mintaqat al Bahah,Kingdom of Saudi Arabia,20.0,41.4999986588954
Muhafazat al Bahr al Ahmar,Muhafazat al Bahr al Ahmar,Arab Republic of Egypt,27.1862391940498,33.7884541623863
Al Basrah,Muhafazat al Basrah,Republic of Iraq,30.5348807892132,47.7888564937625
Mintaqat al Batinah,Mintaqat al Batinah,Sultanate of Oman,23.7499966472385,56.9999919533725
Muhafazat al Buhayrah,Muhafazat al Buhayrah,Arab Republic of Egypt,30.5999940991398,30.2000016093255
Al Fayyum,Muhafazat al Fayyum,Arab Republic of Egypt,29.3099480456083,30.8418006206632
Muhafazat al Gharbiyah,Muhafazat al Gharbiyah,Arab Republic of Egypt,30.8999938309189,31.0000080466275
Al Hadd,Muharraq Governorate,Kingdom of Bahrain,26.2455562499497,50.6541639956334
Al Hasakah,Muhafazat al Hasakah,Syrian Arab Republic,36.5023670495967,40.7477140872308
Al-Hoceima,Region de Taza-Al Hoceima-Taounate,Kingdom of Morocco,34.9999973177908,-4.24999262392477
Al Hudaydah,Muhafazat al Hudaydah,Republic of Yemen,14.7978123901971,42.9545070501868
