# The format of this CVS file:
#
# 1st column: integer i, between 3 and 200
# 2nd column: lower bound for (10^i)th prime
# 3rd column: upper bound for (10^i)th prime
# 4th column: actual (10^i)th prime, where available (i<=24)
#
# See bc-primes.m in this directory for more
3,7489,8039,7919
4,102587,105997,104729
5,1289231,1307183,1299709
6,15436237,15521977,15485863
7,179222809,179607811,179424673
8,2037199313,2038849919,2038074743
9,22798210087,22805045311,22801763489
10,252083391409,252110929493,252097800623
11,2760671685949,2760780189803,2760727302517
12,29996009617891,29996429324207,29996224275833
13,323779693883209,323781292324433,323780508946331
14,3475382693764013,3475388701088701,3475385758524527
15,37124496692325979,37124519011550083,37124508045065437
16,394906872086425961,394906954182276961,394906913903735329
17,4185296429866910719,4185296729179171987,4185296581467695669
18,44211789685787182363,44211790768512822347,44211790234832169331
19,465675463144527847667,465675467033757611863,465675465116607065549
20,4892055587587218685051,4892055601469663035919,4892055594575155744537
21,51271091473163502405761,51271091522434027335913,51271091498016403471853
22,536193870656691008360059,536193870830652486659981,536193870744162118627429
23,5596564467679539202787077,5596564468290846709328011,5596564467986980643073683
24,58310039993757757992676843,58310039995896599165456413,58310039994836584070534263
25,606527267807444011504990273,606527267814897511701950389,
26,6299384039908727705292110519,6299384039934606152702269201,
27,65333500644743597619138604759,65333500644833140450553619169,
28,676718140569781509454588291951,676718140570090356751159800923,
29,7000887581277093193933031241809,7000887581278155309870998599057,
30,72344771293376843328732916491113,72344771293380485836340037090629,
31,746795773890491811955691518775279,746795773890504271623169439695321,
32,7701336359288685302355931571508133,7701336359288727819069040556498111,
33,79346192923527616285997892103514749,79346192923527761037680134629987139,
34,816781227079258452866677530815711447,816781227079258944629994552201761977,
35,8400920524898385322510937966008003301,8400920524898386989797022003501253823,
36,86339488397826607680508988851047885509,86339488397826613322522452383533176483,
37,886690160466445553850433028236946585461,886690160466445572908229889503374719057,
38,9099782855500492103001106364965590819611,9099782855500492167264983665487383896809,
39,93325963120147633117803770821104120331237,93325963120147633334152692098056387530343,
40,956534540998892339138238868086164162349673,956534540998892339865467898673197501539909,
41,9798033329524550699401657454381827431022709,9798033329524550701842551177704488337399753,
42,100306630198667191466384036563317442536907079,100306630198667191474565253979322372319584687,
43,1026323722127992453350456589404370201192980071,1026323722127992453377841196095922553222986179,
44,10495758484387379791407097737893939221047320611,10495758484387379791498644036862061127597654449,
45,107282291873192488355056522447411350901531149611,107282291873192488355362187117749722891072472753,
46,1096065155096160413155164285309625166270048758847,1096065155096160413156183680870421919589788635533,
47,11193027652553479418914645255977741125006117107597,11193027652553479418918041154378091291257996389919,
48,114253594378425466185102853920130817319525886680889,114253594378425466185114154511712329201522001657619,
49,1165764873197925148781916787751552660807949169831967,1165764873197925148781954354280536228875053260539447,
50,11889897249303564263747984095104069987209161758287257,11889897249303564263748108854163534957750591812636579,
51,121221066021569346444960321740947051190012352622943647,121221066021569346444960735674794718327308773067772521,
52,1235427830883385820182105362930248213692377053617364731,1235427830883385820182106735054214292116733270294374239,
53,12586413800772077019541536575754623273610555171441744239,12586413800772077019541541120129699135758173794587052111,
54,128185144290673753094201355108072124428193053328417957969,128185144290673753094201370145980200485319396474260364053,
55,1305058147038780352852520981614084308070040476746289547771,1305058147038780352852521031335831997820562471379201351343,
56,13282616132352655253083508634797182327953227725811379548393,13282616132352655253083508799069205905402298348696816022407,
57,135146195584333695676941938875768702870646839088919694570919,135146195584333695676941939418082921853614769282978919254133,
58,1374659283242652353201090866984707581792611846892116622453653,1374659283242652353201090868773746659597345435675990433520381,
59,13978536982543036939446303134184727084396279469782629381330787,13978536982543036939446303140082402008111875914418426281288343,
60,142104529851524877412841953634178997296051582648919387497376249,142104529851524877412841953653607717193470197262030118441612323,
61,1444234176821690841003504297051331463942248931215742433259012211,1444234176821690841003504297115293102591861883803897426205231129,
62,14674204214444498532270257433452384430223989010213572629565145019,14674204214444498532270257433662818586699533868203974587650284913,
63,149060411641902609889910436469371459903031255231692355625573917271,149060411641902609889910436470063359257549836808879849323875745251,
64,1513785341812757580235300793419988748599176305639950152882771662301,1513785341812757580235300793422262317031878951867699462931400292573,
65,15369641739712106017577329256639250197122497251903026998783938956339,15369641739712106017577329256646716739557994168409956006903559345717,
66,156014068574571321627142369238472066681345609177159494332799282552323,156014068574571321627142369238496573394864744075150370190579248564053,
67,1583314946703739203192251194848607578966588744860329267180423559888311,1583314946703739203192251194848687970798843208125821640096811341153157,
68,16064870233236723459776347719586764860954849032694860264154993337936949,16064870233236723459776347719587028437684251467415834961984079109963159,
69,162965697917532375697138829096545399941711514207693278881970324039720083,162965697917532375697138829096546263670019631608258201402885316286572231,
70,1652824875087436147447996417087577634272267041655780623489804716596943577,1652824875087436147447996417087580463243789617766961385980183851976281403,
71,16759907693032859251487975454158763585063507021308239448516048752419377333,16759907693032859251487975454158772846267391876617382422005158374877358561,
72,169915471762538481663642837511730342291943650029124844937192984311821315377,169915471762538481663642837511730372595920310042884072325854735398327860431,
73,1722316773550185631053635940149225850595769778935538210197678853563566955759,1722316773550185631053635940149225949708794351899195368567682449118939769959,
74,17454769883936103153470444198420511211865384693218301553944484464051549702879,17454769883936103153470444198420511535881163247881702595831418959304043618303,
75,176863541140814130986779097725652724600168977398254731778243090885556174692191,176863541140814130986779097725652725658962053927753501198622806394189814089697,
76,1791792089892148280328455443564605452498650613416408817504394962739690567170449,1791792089892148280328455443564605455957013052025393767750491160761509818390949,
77,18149470692920606070581214174683025715321299596080399528578330836472843651506567,18149470692920606070581214174683025726612735711270381085599979671254680093682813,
78,183810039329794071090620040996232959133755449735908845969914842709479767714456857,183810039329794071090620040996232959170606657115008458429586494666170315801265541,
79,1861252103932963650684102122422157316712302526577725695039607551496498302287537507,1861252103932963650684102122422157316832524139916276981510378078321569132326311467,
80,18844022416372637964706578482119317306965893728123448810598261844326218019443658437,18844022416372637964706578482119317307357947768811472347353075381196701865696544821,
81,190755084534656920350676721202455866277041929839016497354465140013372898211186546043,190755084534656920350676721202455866278319974332841573733245328836333758612285048159,
82,1930697952566008089231577444451094755782732462094580118628293136194289588014212414937,1930697952566008089231577444451094755786897189926166979316479632481653674513446940517,
83,19538435994394391178297743341417505913020839796313865052778022711487050137223405260257,19538435994394391178297743341417505913034406417608387101482633517637255201740725182777,
